"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"48147697","126","","","","","15/11/2016 08:08:00","15/11/2016 08:09:00","Very satisfied","Can we have Company details, directors etc held at high level as they cover all licences held","Find licensing information","Very easy",-
"48147757","127","","","","","15/11/2016 08:10:00","15/11/2016 08:13:00","Very satisfied","This is the first time we have used this new service, looks all ok to me,  we have just increased the gross weight of our vehicle N70MET up to 165000 kilos and asked for a new disc. ","Sign in to my existing account","Extremely easy",-
"48147827","128","","","","","15/11/2016 08:12:00","15/11/2016 08:14:00","Dissatisfied","LICENCE CHECK IS SHOWING LICENCE VALID BUT HAS BEEN SURRENDERED ???????","Find licensing information","Extremely easy",-
"48148336","129","","","","","15/11/2016 08:27:00","15/11/2016 08:28:00","Very satisfied","I do not think you can it seems an very easy system to use.","Sign in to my existing account","Extremely easy",-
"48148642","130","","","","","15/11/2016 08:36:00","15/11/2016 08:36:00","Satisfied","From a first use it looks far better than the old sytem","Sign in to my existing account","Very easy",-
"48148614","131","","","","","15/11/2016 08:35:00","15/11/2016 08:37:00","Very satisfied","I am very happy with the current service. It gives me access to all the areas I need access to.","Make changes to my existing Operator’s Licence","Very easy",-
"48148980","132","","","","","15/11/2016 08:40:00","15/11/2016 08:42:00","Dissatisfied","The old system allowed transferring of vehicles between licences we are no longer able to do this which means removing the vehicle and then adding it to the correct licence, bit of a backward step","Make changes to my existing Operator’s Licence","Fairly difficult ","Its not easy to navigate round the site"
"48149096","133","","","","","15/11/2016 08:41:00","15/11/2016 08:43:00","Dissatisfied","By improving the search, having typed in a company name in full information relating to other companies was a the top of the list","Find licensing information","Neither easy nor difficult",-
"48149420","134","","","","","15/11/2016 08:44:00","15/11/2016 08:44:00","Very satisfied","Service has improved dramatically","Make changes to my existing Operator’s Licence","Extremely easy",-
"48149452","135","","","","","15/11/2016 08:44:00","15/11/2016 08:45:00","Very dissatisfied","Include the registrations for those services registered under a section 22 permit they seem to be excluded","Bus registrations","Extremely difficult","Because the registrations for service operated under section 22 permits do not appear to be included"
"48149330","136","","","","","15/11/2016 08:43:00","15/11/2016 08:46:00","Dissatisfied","UNABLE TO MAKE TRANSFERS FROM LICENCE TO LICENCE - HAVING TO REMOVE FROM ONE LICENCE THEN GO TO THE NEXT ONE TO ADD IT BACK ON","Make changes to my existing Operator’s Licence","Very easy",-
"48150607","137","","","","","15/11/2016 08:55:00","15/11/2016 08:56:00","Very dissatisfied","Cannot Download EBSR documents. This is a must from Day 1 of the new system.","Bus registrations","Extremely difficult","It is not there in the system. Please get this in the system asap."
"48151379","138","","","","","15/11/2016 09:05:00","15/11/2016 09:09:00","Dissatisfied","We have logged in as a local authority, to see details of the latest Bus Services Applications accepted by the Traffic Area Office, but the present website is virtually useless for this, though the old one worked very well.  And there seems to be no way of downloading ebsr documents, which we have to be able to do.  This online service needs to be vastly and radically improved.","Bus registrations","Extremely difficult","The functionality of the new site falls well short of what was there before, and simply does not do the job it needs to do, especially in regard of Electronic Bus Service Registrations.  As a local authority we need to be able to download those documents.  Where are they?"
"48151670","139","","","","","15/11/2016 09:09:00","15/11/2016 09:09:00","Very satisfied","Not sure, looks good","Make changes to my existing Operator’s Licence","Extremely easy",-
"48152419","140","","","","","15/11/2016 09:20:00","15/11/2016 09:21:00","Dissatisfied","pUT SERVICE REGISTRATIONS IN NUMERICAL ORDER","Bus registrations","Neither easy nor difficult",-
"48153087","141","","","","","15/11/2016 09:29:00","15/11/2016 09:31:00","Very satisfied","No improvements to report","Make changes to my existing Operator’s Licence","Extremely easy",-
"48153091","142","","","","","15/11/2016 09:29:00","15/11/2016 09:31:00","Dissatisfied","Remove multiple duplications - Seperate Bus and haulage - Allow print facility","Find licensing information","Neither easy nor difficult",-
"48153121","143","","","","","15/11/2016 09:30:00","15/11/2016 09:32:00","Satisfied","Too early to say. As with all updates it takes a little time to get used to it but it contains all the important informaion","Find licensing information","Very easy",-
"48153656","144","","","","","15/11/2016 09:38:00","15/11/2016 09:39:00","Dissatisfied","separating lorry and bus operators on the search facilitty","Find licensing information","Fairly difficult ","enable customers to search for bus operators only"
"48153685","145","","","","","15/11/2016 09:38:00","15/11/2016 09:42:00","Neither satisfied nor dissatisfied","We have submitted a major change application, using the former site it gave a progress timeline which was useful in knowing the application stages. This site does not give that level of detail. -  ","Find licensing information","Very easy",-
"48153980","146","","","","","15/11/2016 09:43:00","15/11/2016 09:43:00","Very satisfied","i DON'T THINK IT NEEDS IMPROVING","Make changes to my existing Operator’s Licence","Extremely easy",-
"48154323","147","","","","","15/11/2016 09:48:00","15/11/2016 09:50:00","Very dissatisfied","I am now unable to check the daily changes to bus service registrations","Bus registrations","Extremely difficult","I could not get into the system"
"48154925","148","","","","","15/11/2016 09:58:00","15/11/2016 09:59:00","Very satisfied","Would be good if the same site included OCRS details & report requests","Make changes to my existing Operator’s Licence","Extremely easy",-
"48154975","149","","","","","15/11/2016 09:58:00","15/11/2016 10:00:00","Very satisfied","At the moment all looks good it will take time to bed in and then any issues can be looked at.","Sign in to my existing account","Very easy",-
"48155040","150","","","","","15/11/2016 09:59:00","15/11/2016 10:00:00","Neither satisfied nor dissatisfied","Provide online familiarisation.","Find licensing information","Fairly difficult ","Not familiar with new website."
"48155159","151","","","","","15/11/2016 10:01:00","15/11/2016 10:02:00","Satisfied","Unsure as yet,too early to comment further","Sign in to my existing account","Very easy",-
"48155025","152","","","","","15/11/2016 09:59:00","15/11/2016 10:03:00","Very dissatisfied","On the old system under Bus registration Search you could find out what had been changed for that day in your Traffic area, can not find this option at all on this new site very poor.","Bus registrations","Extremely easy",-
"48155134","153","","","","","15/11/2016 10:01:00","15/11/2016 10:03:00","Very dissatisfied","Doesn't seem to be a way to download and save registration forms/TXC files/maps which is the sole reason most local authorities have access. ","Bus registrations","Extremely difficult","As stated in previous comment box, was unable to download the registration form/TXC files/map."
